Year	CarringtonRotation	NOAA	StartJulianDay	EndJulianDay	TotalGroupArea	WeightedLongitude	WeightedLatitude	StartPosition	EndPosition	MinLongitude	MaxLongitude	LongitudeRange	MinLatitude	MaxLatitude	LatitudeRange
1981	1703	2880	2444610.8484027777	2444620.7559027784	545	4.450000000000001	6.676311926605504	0.05838888888888893	0.7801666666666667	2.67	5.18	2.51	6.36	10.82	4.46
1981	1708	3113	2444738.143263889	2444750.907384259	7716	118.72732892690513	-24.975320114048728	0.028999999999999995	0.9440555555555556	116.68	120.82	4.139999999999986	-25.55	-24.52	1.0300000000000011
1981	1709	3157	2444763.9792939816	2444774.917025463	995	151.33492462311557	-25.146241206030155	0.08072222222222222	0.9100555555555556	147.19	153.11	5.920000000000017	-26.08	-24.56	1.5199999999999996
1982	1717	3549	2444981.9038194446	2444992.048576389	3591	169.64219437482598	-9.712297410192146	0.16483333333333333	0.9285	166.38	170.27	3.890000000000015	-10.29	-7.87	2.419999999999999
1982	1717	3579	2444997.736458333	2445008.8666550927	2931	311.1774104401228	9.747686796315252	0.0815	0.9656666666666668	302.91	316.1	13.189999999999998	8.14	12.56	4.42
1982	1718	3594	2445004.086770833	2445016.8319097217	26651	208.10362350380848	-10.002038947881884	0.026222222222222216	0.9445555555555556	206.57	209.35	2.780000000000001	-10.33	-9.6	0.7300000000000004
1982	1718	3617	2445020.857997685	2445030.873263889	54	356.00537037037043	9.997962962962962	0.07733333333333334	0.7915555555555555	352.53	358.23	5.7000000000000455	8.75	13.42	4.67
1982	1718	3619	2445021.9574189815	2445034.8903703704	1905	335.0345301837271	-12.949721784776905	0.038500000000000034	0.9729444444444444	333.99	336.23	2.240000000000009	-13.66	-11.83	1.83
1982	1719	3653	2445046.9605439813	2445059.9927199073	1667	2.6567066586682673	-12.974541091781642	0.021833333333333368	0.9662222222222224	1.52	3.81	2.29	-15.43	-11.86	3.5700000000000003
1974	1613	384	2442155.152430556	2442159.1069444446	915	126.85214207650273	-13.104120218579233	0.6406111111111111	0.9588333333333332	123.72	128.76	5.039999999999992	-13.19	-12.3	0.8899999999999988
1974	1614	399	2442170.9399305554	2442182.836111111	1203	172.3044804655029	-12.728137988362427	0.06622222222222224	0.9435555555555556	171.74	172.99	1.25	-13.01	-12.3	0.7099999999999991
1982	1729	4031	2445321.9147916664	2445332.834178241	1544	352.228860103627	-17.74508419689119	0.13122222222222224	0.9297777777777778	351.37	353.36	1.9900000000000089	-18.84	-16.89	1.9499999999999995
1983	1730	4058	2445344.8714814815	2445358.011238426	1717	29.1731217239371	-18.007548048922537	0.028499999999999973	0.9695	27.4	31.02	3.620000000000001	-18.55	-17.5	1.0500000000000007
1983	1733	4125	2445418.0000578705	2445429.919247685	373	146.01246648793563	-11.024932975871312	0.02211111111111113	0.9035555555555554	143.71	148.12	4.409999999999997	-14.06	-9.67	4.3900000000000015
1983	1734	4150	2445442.9519097223	2445456.080601852	3902	175.33189133777555	-11.381873398257305	0.015999999999999976	0.972	174.96	176.31	1.3499999999999943	-11.87	-10.96	0.9099999999999984
1983	1734	4161a	2445462.8558564815	2445462.8558564815	16	82.98	-16.62	0.9586111111111112	0.9586111111111112	82.98	82.98	0.0	-16.62	-16.62	0.0
1974	1615	417	2442195.7416666667	2442206.201388889	229	206.18545851528384	-12.593842794759825	0.0835	0.8718333333333333	201.78	210.31	8.530000000000001	-13.66	-8.82	4.84
1983	1735	4185	2445475.104236111	2445482.969722222	76	125.5122368421053	-17.03236842105263	0.0980555555555556	0.6624444444444444	123.64	126.29	2.6500000000000057	-17.98	-15.31	2.67
1983	1738	4295	2445570.9730324075	2445582.979594908	1789	284.7306819452208	-8.372699832308552	0.030388888888888882	0.9041666666666668	284.06	285.56	1.5	-9.23	-7.82	1.41
1983	1739	4319	2445594.9170833332	2445603.9925462957	443	334.7255079006772	-8.335530474040633	0.06144444444444445	0.7246111111111111	332.78	334.89	2.1100000000000136	-9.53	-7.88	1.6499999999999997
1984	1746	4450	2445781.029733796	2445788.0857060184	440	98.99761363636364	8.3145	0.3579444444444445	0.9109444444444444	95.55	102.08	6.530000000000001	7.96	8.64	0.6800000000000006
1984	1747	4468	2445800.888611112	2445812.7282291665	7347	142.96780726827274	8.000959575336873	0.019166666666666686	0.9482777777777778	132.61	143.81	11.199999999999989	7.49	10.42	2.93
1984	1750	4520	2445873.142962964	2445880.8753587957	2626	315.79996572734194	-14.942166793602436	0.3381666666666667	0.9085555555555556	314.28	317.14	2.8600000000000136	-15.59	-14.45	1.1400000000000006
1984	1750	4541	2445893.1896180557	2445900.105115741	132	50.854015151515156	-15.24810606060606	0.08105555555555558	0.5443888888888888	354.8	2.9	8.099999999999987	-16.85	-14.91	1.9400000000000013
1987	1795	4896	2447121.720833333	2447127.824884259	1408	69.62009232954546	-33.29308238636364	0.5455555555555556	0.9526666666666668	63.51	71.26	7.750000000000008	-34.32	-32.99	1.3299999999999983
1987	1796	4906	2447141.8927546297	2447154.83	2818	65.09860184528034	-33.31242370475515	0.016944444444444432	0.9145	60.8	69.65	8.850000000000009	-34.37	-32.37	2.0
1988	1800	4987	2447254.8616550933	2447261.013958333	144	111.51680555555555	-19.23638888888889	0.5013888888888889	0.9685	108.69	111.58	2.890000000000001	-21.12	-19.21	1.91
1988	1801	5001	2447273.7811574074	2447286.1713541667	1685	132.16233827893174	-19.01568545994065	0.0303333333333333	0.9191111111111112	130.37	134.12	3.75	-19.3	-18.65	0.6500000000000021
1988	1806	5141	2447410.9458333333	2447415.7925925925	150	211.44206666666668	19.490533333333328	0.5232777777777777	0.9023888888888888	208.7	213.35	4.650000000000006	18.82	20.02	1.1999999999999993
1988	1807	5168	2447427.9404050927	2447440.790023148	5580	258.2981684587814	19.1575770609319	0.042166666666666686	0.9709444444444444	255.35	259.66	4.310000000000031	18.38	20.11	1.7300000000000004
1988	1808	5234	2447476.885578704	2447481.0424189814	85	73.83670588235293	12.720941176470587	0.5786666666666667	0.9077222222222221	68.71	76.24	7.530000000000001	12.44	13.28	0.8399999999999999
1988	1809	5258	2447493.7368055554	2447503.75625	705	115.3695035460993	13.121744680851064	0.07350000000000002	0.8109999999999999	115.05	116.37	1.3200000000000074	12.52	14.95	2.43
1988	1810	5290	2447516.897071759	2447528.861145833	6345	166.22293932230102	21.30252009456265	0.0585	0.9216666666666667	165.48	167.8	2.3200000000000216	19.53	22.12	2.59
1989	1811	5323	2447541.725	2447553.8590277783	4297	200.98498254596228	21.02357458692111	0.07344444444444444	0.9366111111111112	199.09	203.54	4.449999999999988	20.59	21.24	0.6499999999999986
1989	1823	5853	2447883.877824074	2447895.866041667	4192	3.39770753816794	-9.495040553435118	0.05838888888888893	0.9309444444444444	2.66	4.11	1.4500000000000002	-10.14	-8.53	1.6100000000000012
1990	1824	5874	2447895.866041667	2447907.964710648	2684	210.0894746646796	-13.68597988077496	0.05044444444444444	0.9578888888888892	204.77	216.07	11.299999999999983	-14.43	-12.8	1.629999999999999
1990	1824	5889	2447907.964710648	2447919.0806944445	1677	52.991401311866426	-9.210769230769232	0.09761111111111108	0.9076666666666666	52.51	54.13	1.6200000000000043	-9.92	-8.67	1.25
1990	1825	5918	2447920.7319444446	2447926.9981597224	78	241.6517948717949	-13.40346153846154	0.06955555555555554	0.5546666666666666	240.79	245.62	4.8300000000000125	-15.2	-12.95	2.25
1990	1826	5955	2447946.0810300927	2447957.84769676	1801	266.9249750138812	-17.87949472515269	0.07316666666666667	0.9282777777777778	265.98	267.65	1.6699999999999589	-18.58	-17.51	1.0699999999999967
1990	1826	5987	2447970.134525463	2447981.769872685	1853	315.14252023745274	-17.572072315164593	0.09788888888888893	0.9485555555555556	313.97	317.06	3.089999999999975	-18.58	-16.89	1.6899999999999975
1990	1830	6131	2448068.958611111	2448081.1445601853	5242	74.79344334223579	-20.863029378099963	0.052777777777777785	0.9191666666666666	73.32	80.89	7.570000000000008	-21.16	-20.4	0.7600000000000016
1990	1831	6164	2448093.047962963	2448103.776666667	870	121.93836781609195	-21.275241379310348	0.056500000000000015	0.8302222222222222	120.1	122.74	2.640000000000001	-21.8	-20.46	1.34
1990	1831	6167m	2448100.7605439816	2448100.7605439816	11	177.6	17.05	0.9280555555555556	0.9280555555555556	177.6	177.6	0.0	17.05	17.05	0.0
1990	1832	6203	2448113.07431713	2448126.0004745373	3192	206.59977130325817	17.216932957393485	0.022499999999999985	0.9313888888888888	204.49	211.75	7.259999999999992	16.26	18.62	2.3599999999999994
1991	1850	6988	2448613.9707523147	2448653.9404398147	16584	74.91814278822963	-14.530277978774727	0.03888888888888889	0.9864444444444443	68.94	84.24	15.299999999999995	-16.23	-13.03	3.200000000000001
1992	1852	7063	2448666.9416203704	2448675.986076389	168	116.64863095238094	-14.181071428571427	0.08433333333333337	0.7732222222222223	114.3	119.78	5.480000000000004	-15.63	-11.0	4.630000000000001
1992	1853	7120	2448707.7194444444	2448718.9507175926	2481	316.28289802498995	-17.61260378879484	0.181	0.9520555555555557	305.63	320.84	15.209999999999981	-20.94	-17.29	3.6500000000000017
1992	1854	7137	2448731.024791667	2448741.845324074	2025	348.9336345679012	-17.981175308641973	0.07844444444444447	0.87	348.11	349.71	1.5999999999999657	-18.92	-15.16	3.7600000000000016
1998	1940	8329	2451060.266666666	2451072.956539352	2269	198.77982371088592	15.940661084178055	0.05905555555555553	0.9850555555555556	197.68	199.08	1.4000000000000057	15.3	16.37	1.0700000000000005
1998	1941	8348	2451085.104016204	2451088.8840277777	42	232.1621428571429	15.448095238095233	0.06372222222222222	0.34894444444444445	231.49	232.95	1.4599999999999795	14.95	15.56	0.6100000000000012
1998	1943	8409	2451154.919201389	2451168.8330208333	5096	20.497621664050232	-28.17630494505495	0.030666666666666644	0.9805555555555556	12.81	24.97	12.159999999999998	-29.14	-27.59	1.5500000000000007
1999	1944	8431	2451182.753472222	2451190.8810185185	414	18.99823671497585	-28.204637681159426	0.0533333333333333	0.5856666666666667	6.13	22.43	16.3	-28.54	-27.4	1.1400000000000006
1977	1657	849	2443347.1105439817	2443353.924976852	162	188.13617283950614	19.94253086419753	0.4028888888888889	0.9269444444444443	184.28	190.13	5.849999999999994	19.63	20.1	0.4700000000000024
1999	1950	8554m	2451329.7160300924	2451333.7053935183	1051	351.39702188392005	25.205699333967647	0.6342222222222222	0.9433888888888888	348.48	352.25	3.7699999999999823	24.93	25.55	0.620000000000001
1999	1950	8562	2451328.731273148	2451338.9534143517	4325	292.6916855491329	-15.605969942196529	0.2455555555555556	0.9824444444444445	288.88	293.74	4.860000000000014	-15.84	-14.99	0.8499999999999996
1999	1950	8595	2451347.046435185	2451356.677337963	69	20.21724637681159	25.54289855072464	0.09250000000000004	0.7891111111111111	7.59	29.72	22.13	23.14	26.6	3.4600000000000013
1999	1950	8599	2451350.880115741	2451360.917627315	1083	318.8187257617728	-16.03361034164358	0.0303333333333333	0.7698888888888888	318.1	319.92	1.8199999999999927	-16.24	-15.04	1.1999999999999993
1977	1658	864	2443366.0462847217	2443377.8130439813	1054	242.7316982922201	19.937485768500945	0.0893888888888889	0.9811111111111108	236.78	243.75	6.969999999999999	18.0	20.15	2.1499999999999986
1999	1954	8732	2451463.063912037	2451473.868067129	3223	300.90327024511316	19.68020167545765	0.16066666666666668	0.9345	297.17	302.66	5.490000000000008	19.41	20.27	0.8599999999999994
1999	1955	8743	2451476.9719444443	2451484.966354166	874	150.13899313501148	-15.085160183066366	0.3500555555555556	0.9188333333333332	147.88	151.19	3.3100000000000023	-16.01	-14.32	1.6900000000000013
1999	1955	8753	2451486.033020833	2451496.983333333	2235	344.8686577181208	19.552532438478746	0.09855555555555552	0.9067777777777778	343.55	348.38	4.829999999999983	19.17	20.65	1.4799999999999969
1999	1956	8771	2451497.8330208333	2451510.966354166	9946	174.151939473155	-15.57136537301428	0.028888888888888905	0.9401111111111112	169.18	178.17	8.98999999999998	-16.03	-11.06	4.9700000000000015
2000	1961	8932	2451629.8825810184	2451642.1595601854	1630	242.43896932515332	-13.691754601226993	0.06155555555555554	0.9526111111111112	238.34	245.41	7.069999999999991	-14.73	-12.49	2.24
2000	1962	8970	2451655.13125	2451668.1552314814	16971	264.40996052088855	-13.795219492074713	0.03661111111111113	0.9752222222222224	263.03	266.75	3.7200000000000273	-14.3	-13.35	0.9500000000000012
2000	1962	8976b	2451669.1644212957	2451669.9526273147	38	226.83657894736842	-14.806052631578947	0.8444444444444444	0.9031111111111112	226.73	226.88	0.15000000000000568	-15.0	-14.33	0.6699999999999999
2000	1963	9009	2451682.734363426	2451693.126111111	531	266.7274387947269	-14.931958568738226	0.06677777777777777	0.8447222222222223	263.19	269.84	6.649999999999977	-20.12	-13.75	6.370000000000001
2000	1968	9182	2451819.9287962965	2451831.925	5316	253.94173814898417	2.619785553047405	0.04955555555555557	0.9521111111111112	246.47	256.54	10.070000000000023	0.83	3.55	2.72
2000	1968	9213	2451845.099675926	2451857.032951389	4083	271.54051922605925	2.528498652951261	0.01844444444444441	0.9005555555555556	270.29	273.96	3.669999999999959	2.26	2.86	0.6000000000000001
2000	1969	9240	2451871.0060185185	2451883.030335648	4859	298.0805309734513	9.507157851409756	0.06300000000000001	0.9485555555555556	296.97	299.92	2.9499999999999886	9.08	9.83	0.75
2000	1970	9278	2451895.989224537	2451903.9663310186	1150	340.02903478260873	9.030843478260868	0.0932777777777778	0.6924444444444444	335.23	343.52	8.289999999999964	8.06	9.61	1.5499999999999992
2001	1977	9494	2452067.944178241	2452073.720115741	3873	310.54320681642133	-8.213459850245288	0.5542222222222223	0.9638888888888888	307.37	311.34	3.9699999999999696	-8.54	-6.53	2.009999999999999
2001	1977	9516b	2452085.792824074	2452088.897326389	15	346.266	-8.306666666666667	0.06605555555555556	0.3060555555555556	345.87	348.08	2.2099999999999795	-11.31	-7.81	3.5000000000000013
2001	1979	9566	2452122.8240277776	2452134.918136574	2750	224.9104	17.13606909090909	0.09911111111111114	0.9902222222222222	221.9	225.81	3.9099999999999966	16.44	18.52	2.0799999999999983
2001	1979	9573	2452129.167395833	2452141.9449537043	2094	121.95398758357211	-8.460630372492835	0.021833333333333368	0.9570555555555554	119.66	124.09	4.430000000000007	-8.76	-7.89	0.8700000000000001
2001	1980	9597	2452146.8369675926	2452154.91625	250	267.09680000000003	16.881880000000002	0.0887777777777778	0.7222777777777777	262.6	269.89	7.2899999999999645	16.25	18.65	2.3999999999999986
2001	1980	9603	2452153.9327662042	2452162.167361111	310	160.26912903225804	-8.460129032258067	0.04377777777777776	0.6118333333333333	154.25	161.0	6.75	-9.25	-7.81	1.4400000000000004
2001	1981	9669	2452196.9656134257	2452209.0595138893	2658	307.9436907449209	13.78438675696012	0.028111111111111125	0.9312777777777778	305.76	313.0	7.240000000000008	12.89	14.56	1.67
2001	1982	9685	2452214.023888889	2452225.033020833	1272	99.91570754716982	4.577334905660377	0.09677777777777777	0.9533888888888892	95.15	106.49	11.339999999999991	3.68	4.97	1.2899999999999996
2001	1982	9694	2452220.90912037	2452232.969826389	1258	353.47236089030207	14.145779014308426	0.022611111111111075	0.9082222222222224	352.12	354.41	2.2900000000000205	13.34	14.93	1.59
2001	1983	9715	2452236.9663425926	2452248.921666667	11133	139.2880328752358	4.222586903799516	0.02216666666666664	0.9007777777777776	138.36	142.01	3.649999999999977	3.48	6.16	2.68
2001	1983	9717	2452240.943773148	2452253.059328704	3658	93.80916621104427	4.4982449425915805	0.046999999999999965	0.9603888888888892	91.46	98.24	6.780000000000001	4.26	4.93	0.6699999999999999
2001	1984	9751	2452264.809027778	2452275.9684722223	6886	144.9521144350857	4.1117354051699095	0.07922222222222225	0.8966666666666667	143.54	146.08	2.5400000000000205	3.01	4.44	1.4300000000000006
2002	1986	9824a	2452318.9189699073	2452326.9663425926	83	199.0436144578313	7.193012048192772	0.32855555555555555	0.9453888888888892	197.17	201.94	4.770000000000009	5.91	7.5	1.59
2002	1986	9842	2452326.9663425926	2452334.9663425926	1152	99.91171875	-19.542769097222227	0.3781111111111111	0.9398888888888888	95.57	101.28	5.710000000000008	-19.91	-18.27	1.6400000000000006
2002	1987	9861	2452338.853888889	2452343.9462037035	40	251.71900000000002	7.60425	0.08661111111111112	0.4687222222222223	251.05	252.47	1.4199999999999875	7.47	7.98	0.5100000000000007
2002	1987	9871	2452347.009502315	2452358.966354166	4439	139.1821919351205	-19.130396485694977	0.05372222222222224	0.9463888888888888	137.68	140.82	3.1399999999999864	-19.37	-18.69	0.6799999999999997
2002	1987	9885	2452361.0006944444	2452372.766574074	8404	321.3062743931461	11.6511601618277	0.08600000000000002	0.9365555555555556	316.87	324.43	7.560000000000002	11.12	13.24	2.120000000000001
2002	1988	9899	2452370.8537847223	2452382.75537037	3813	181.34661421452927	18.561631261473906	0.047166666666666635	0.9128888888888887	180.19	182.05	1.8600000000000136	18.35	18.75	0.3999999999999986
2002	1988	9915	2452384.9186921297	2452396.0446759257	3258	6.806372007366482	11.334579496623695	0.0782222222222222	0.9422777777777779	1.96	10.49	8.530000000000001	10.71	11.93	1.2199999999999989
2002	1989	9933	2452394.9550694446	2452406.868391204	2051	219.05951243295956	18.515553388590924	0.030888888888888907	0.9030555555555556	213.83	221.01	7.1799999999999775	18.04	19.54	1.5
